id,name,racing_chair,day_chair,off_road_chair,handbike,frame_runner,walking_frame,crutches,walking_stick
666,Tonbridge parkrun,0,0,55,5,5,0,20,35
765,Toolern Creek parkrun,30,35,65,30,60,30,50,60
1690,Tooting Common junior parkrun,0,0,0,0,0,0,0,15
1066,Tooting Common parkrun,0,0,55,0,40,5,50,55
533,Toowoomba parkrun,30,25,40,20,40,30,30,40
1622,Torbay Velopark junior parkrun,20,20,45,15,45,40,30,30
192,Torbay Velopark parkrun,0,0,75,10,20,0,35,35
653,Torquay parkrun,0,0,45,0,0,0,0,0
494,Torrens parkrun,85,75,70,60,100,95,85,90
805,Torridge junior parkrun,55,40,60,45,75,60,55,50
2253,Torvean junior parkrun,0,0,45,0,0,0,0,0
2128,Torvean parkrun,0,0,45,0,0,0,0,0
2829,Tourmakeady Wood parkrun,0,15,80,25,25,0,60,60
2437,Town Beach parkrun,50,45,60,40,65,65,45,45
1075,Town Moor junior parkrun,0,25,55,0,55,50,40,45
151,Town Moor parkrun,0,0,45,0,5,0,10,25
1186,Tralee junior parkrun,30,30,45,20,50,45,45,45
879,Tralee parkrun,100,100,100,95,100,100,100,100
987,"Tramore Valley parkrun, Cork",30,35,65,30,60,30,50,60
1054,"Tramore parkrun, Waterford",0,0,65,0,0,0,10,25
866,Traralgon parkrun,25,35,70,35,55,25,50,55
2552,Trebeck Reserve parkrun,0,10,55,10,25,0,40,50
1977,Trelai Park parkrun,0,0,15,0,0,0,0,0
175,Trelissick parkrun,0,0,20,0,0,0,0,0
1876,Tremorfa parkrun,100,100,100,100,100,100,100,100
2206,Trentham Gardens parkrun,0,0,60,0,0,0,10,25
2069,Trentham Memorial parkrun,90,100,100,95,100,100,100,100
1220,Treviso parkrun,0,0,20,0,0,0,0,10
389,Troon parkrun,0,0,55,0,0,0,0,10
1693,Tsakane Wetlands parkrun,0,5,50,5,25,0,25,35
1998,Tsujido kaihin koen parkrun,35,30,45,25,40,35,50,60
2136,Tsurumi Ryokuchi parkrun,35,30,45,25,40,35,50,60
2566,Tubbercurry Trail parkrun,0,0,70,0,0,0,20,35
2845,Tuff Crater Reserve parkrun,0,0,35,0,0,0,0,10
537,Tuggeranong parkrun,0,0,30,0,0,0,0,0
1230,Tullow parkrun,0,20,80,25,40,0,50,50
2506,Two Rivers Wines parkrun,5,20,85,35,45,0,65,70
768,Tymon parkrun,30,35,65,30,60,30,50,60
2351,Tyne Green junior parkrun,0,0,40,0,0,0,0,10
1714,Tyne Green parkrun,0,0,0,0,0,0,0,0
2591,Tynehead Regional parkrun,0,25,95,30,60,0,75,80
2319,Tynwald Park parkrun,0,0,45,0,0,0,25,40
1966,Tzaneen parkrun,0,0,70,5,0,0,15,30
1286,Tøyen parkrun,70,70,90,65,100,80,90,90
1728,Uckfield parkrun,0,0,5,0,0,0,0,0
941,Uditore parkrun,0,0,20,0,0,0,0,10
2287,Umbagong District parkrun,20,20,50,20,40,0,40,50
1513,Umfolozi parkrun,0,0,15,0,0,0,0,0
837,Umhlanga parkrun,20,25,60,25,45,10,45,55
2387,Umstead Park parkrun,65,80,100,70,100,85,100,100
1193,Underwood Park parkrun,10,5,15,0,25,15,30,50
1756,Unisee parkrun,0,0,35,0,0,0,0,20
2204,University Parks parkrun,25,35,70,35,50,25,55,60
2530,University of Galway parkrun,0,0,75,5,0,0,35,45
2439,University of Northampton parkrun,0,0,50,0,20,0,20,30
1855,University of Stirling parkrun,35,55,100,55,90,45,85,85
2058,University of Waikato parkrun,0,0,75,15,20,0,15,25
2296,University of Western Australia parkrun,55,55,75,50,80,55,70,75
720,Upington parkrun,65,70,80,60,80,75,85,90
1470,Uppermill junior parkrun,0,0,45,0,0,0,0,10
1461,Uppsala parkrun,55,45,55,40,65,50,60,70
487,Upton Court parkrun,0,20,85,25,40,0,55,55
1642,Upton House junior parkrun,0,0,15,0,0,0,0,0
340,Upton House parkrun,0,0,55,0,0,0,0,15
2055,Urayasushi sogo koen parkrun,35,30,45,25,40,20,45,60
2784,Urheilupuisto parkrun,5,10,50,15,30,5,55,65
1858,Ury Riverside parkrun,80,85,100,75,100,90,100,100
473,Uvongo parkrun,0,0,40,0,0,0,0,0
1413,Vaal Marina parkrun,0,0,5,0,0,0,0,0
267,Valentines parkrun,100,100,100,95,100,100,100,100
1215,Valhalla parkrun,0,0,85,0,0,0,30,40
1749,Vallaskogen parkrun,55,50,65,45,70,55,60,70
813,"Valley parkrun, Newtownabbey",60,55,95,60,80,40,55,60
1081,Vandeleur parkrun,15,30,65,30,40,15,55,60
518,Varsity Lakes parkrun,20,15,35,10,30,15,35,50
334,Vejen parkrun,0,0,10,0,0,0,0,5
2474,Velskoendraai parkrun,60,50,50,40,70,65,60,65
2721,Vermuyden Way parkrun,0,35,100,50,65,0,70,70
1715,Verulamium junior parkrun,0,5,50,5,25,0,25,30
2601,Veterans Park parkrun,0,15,85,25,30,0,50,60
2727,Vicar Water Country Park parkrun,0,25,100,35,55,0,70,75
1274,Vicarstown junior parkrun,0,0,10,0,0,0,0,0
838,Vicarstown parkrun,5,5,45,10,15,0,25,40
725,Victor Harbor parkrun,0,10,75,15,25,0,35,40
1394,Victoria Dock parkrun,0,0,0,0,0,0,0,5
2714,Victoria Jubilee junior parkrun,0,5,35,0,20,10,15,20
1140,Victoria Lake parkrun,100,100,100,100,100,100,100,100
2772,"Victoria Park Beach parkrun, Cobourg",0,0,5,0,0,0,0,0
2527,"Victoria Park junior parkrun, Haslingden",5,15,50,10,40,15,40,40
853,"Victoria junior parkrun, Glasgow",40,35,55,25,55,45,35,40
1625,"Victoria junior parkrun, Macclesfield",0,0,5,0,0,0,15,25
2047,"Victoria junior parkrun, St Helens",0,0,15,0,0,0,5,25
2521,"Victoria junior parkrun, Stretford",45,50,75,45,65,60,50,50
635,"Victoria parkrun, Glasgow",100,100,100,100,100,100,100,100
1496,"Victoria parkrun, Kitchener",95,100,100,90,100,100,100,100
1955,"Victoria parkrun, Truro",5,40,100,45,55,5,80,85
1609,Victory Heights Trail parkrun,0,0,30,0,0,0,0,0
391,Vogrie parkrun,25,50,100,60,85,10,85,80
1730,Volksgarten parkrun,65,60,65,50,75,75,80,85
662,"Voortrekker Monument parkrun, Pretoria",30,25,40,20,40,30,30,40
1314,Vredendal parkrun,0,0,45,0,0,0,10,25
1486,Vryheid parkrun,20,25,60,20,45,15,50,60
1752,Växjösjön parkrun,45,55,85,55,70,45,80,85
1600,Vääksyn kanava parkrun,95,85,75,75,100,100,100,95
1146,Wagga parkrun,80,85,100,75,100,90,100,100
1859,Wagi Bridge parkrun,0,10,55,15,35,0,40,45
2725,Waikerie Wetlands parkrun,55,55,95,65,80,55,75,75
2374,Waitangi parkrun,30,30,55,25,55,25,50,60
1451,Wakefield Thornes junior parkrun,0,0,40,0,0,0,0,10
126,Wakefield Thornes parkrun,0,0,100,10,35,0,45,50
2573,Wakehurst parkrun,100,100,100,100,100,100,100,100
1969,Walcha parkrun,50,55,80,50,80,50,75,80
1918,Wallaby Track parkrun,0,0,40,0,0,0,0,0
429,"Wallace parkrun, Lisburn",90,80,85,75,100,80,95,95
1928,Wallaceneuk parkrun,0,0,35,0,0,0,0,0
1574,Walmer and Deal Seafront parkrun,10,15,65,15,35,5,25,35
329,Walsall Arboretum parkrun,65,75,100,70,100,75,100,95
505,Walthamstow parkrun,20,30,85,40,75,0,60,60
2647,Walton Park junior parkrun,0,0,25,0,15,5,15,20
1344,Walvis Bay parkrun,80,60,60,55,85,60,65,75
1361,Wanaka parkrun,0,0,25,0,0,0,5,30
761,Wangaratta parkrun,55,50,60,40,70,60,55,65
1429,Wanneroo parkrun,55,45,50,35,65,55,55,65
309,Wanstead Flats parkrun,0,0,90,15,40,0,55,50
2620,Wantijpark parkrun,35,35,50,30,50,45,35,40
2009,War Memorial Park junior parkrun,20,20,45,10,40,25,35,45
2280,Ward End junior parkrun,0,0,35,0,10,0,5,10
1493,Wardown junior parkrun,40,40,55,30,60,55,55,55
871,Warner Lakes parkrun,25,40,85,40,70,20,70,75
874,Warragul parkrun,0,0,0,0,0,0,0,0
2220,Warrandyte River Reserve parkrun,55,60,90,55,85,60,80,80
2385,Warren County Armco parkrun,20,40,90,40,65,20,75,75
1950,Warringal Parklands parkrun,0,0,55,5,15,0,20,30
1045,Warrington junior parkrun,70,60,75,60,90,85,70,65
280,Warrington parkrun,0,0,70,0,0,0,0,5
535,Warrnambool parkrun,0,0,5,0,0,0,0,0
1824,Warwick Racecourse parkrun,0,0,65,0,5,0,30,40
608,Warwick parkrun,60,60,75,50,90,65,80,85
1539,Wascana parkrun,10,20,70,20,50,10,45,50
2545,Washingbay Wetlands junior parkrun,0,0,15,0,0,0,0,0
1817,Wataraseyusuichi parkrun,35,30,45,25,40,35,50,60
2378,Waterakkers parkrun,25,20,40,15,35,20,25,40
1412,Waterfall parkrun,5,25,85,30,30,0,40,50
767,"Watergrove parkrun, Rochdale",0,0,45,0,0,0,0,0
2502,Waterloo Park junior parkrun,0,0,15,0,0,0,5,15
2045,Waterloo Plains parkrun,0,0,60,0,0,0,10,25
1010,Waterlooville junior parkrun,30,35,70,35,40,10,40,45
2341,Watermead Country Park junior parkrun,0,0,40,0,0,0,0,0
2119,Watermead Country Park parkrun,0,0,60,0,0,0,5,15
1572,Watermeadows parkrun,0,5,65,10,40,0,45,50
778,Waterstown parkrun,85,80,90,70,100,90,95,95
1098,Waterworks junior parkrun,0,0,25,0,0,0,0,5
250,"Waterworks parkrun, Belfast",90,80,85,75,100,80,95,95
2701,Watton Sports Centre junior parkrun,0,0,30,0,0,0,5,15
1151,Wauchope parkrun,0,5,60,10,15,0,15,25
971,Wednesfield junior parkrun,0,0,50,0,0,0,0,5
1741,Weedon Island Preserve parkrun,0,5,80,10,20,0,35,45
1154,Weipa parkrun,100,90,80,75,100,100,100,100
1226,Welkom parkrun,25,45,95,50,65,25,65,60
2637,Welland Canals Trail parkrun,25,40,90,40,70,20,80,85
1489,Wells Estate parkrun,85,75,70,60,100,95,85,90
2315,Weltevrede Wine Estate parkrun,55,45,50,35,65,55,55,65
1561,Wendover Woods parkrun,0,0,0,0,0,0,0,0
2157,Wentworth Common parkrun,5,20,80,25,50,0,55,60
2584,Wepre junior parkrun,0,0,50,0,5,0,5,10
1115,Wepre parkrun,0,0,95,0,0,0,0,10
2812,Werdersee parkrun,65,60,65,50,75,75,80,85
1827,Werrington Lakes Reserve parkrun,90,95,95,80,100,100,100,100
2443,Wertwiesen parkrun,65,60,65,50,75,60,75,85
2446,Wes Mitchell Park parkrun,55,45,50,35,65,55,55,65
1130,West Beach parkrun,0,0,45,0,10,0,10,20
1194,West Coast Park parkrun,100,100,100,100,100,100,100,100
2815,West End Community parkrun,55,70,100,70,100,55,100,100
2014,West End junior parkrun,0,0,0,0,0,0,0,0
2182,West Links parkrun,15,40,100,55,50,0,55,65
2432,West Lothian Cycle Circuit junior parkrun,20,25,55,20,40,30,30,35
2292,Westbury Town Common parkrun,0,5,45,5,10,0,35,40
1477,Westerfolds junior parkrun,0,0,0,0,0,0,0,0
636,Westerfolds parkrun,0,0,0,0,0,0,0,25
1035,Western Springs parkrun,15,15,40,10,20,15,15,25
284,Westmill parkrun,0,0,75,0,20,0,40,45
961,Weston-super-Mare junior parkrun,0,0,25,0,0,0,0,0
1645,Westpark parkrun,65,60,65,50,75,75,80,85
625,Westport parkrun,0,5,45,5,25,0,20,35
2148,Westside Playing Fields junior parkrun,0,0,30,0,0,0,0,0
1416,Westville parkrun,0,0,0,0,0,0,0,0
770,Wetherby parkrun,0,0,55,0,10,0,15,15
912,Wexford Racecourse parkrun,0,0,0,0,0,0,0,0
287,Weymouth junior parkrun,0,0,30,0,0,0,0,0
628,Weymouth parkrun,0,0,40,0,0,0,0,10
2661,Wezenlanden parkrun,55,70,100,70,90,70,85,80
2318,Whakatane Gardens parkrun,70,60,70,55,85,80,60,65
2075,Whalan Reserve parkrun,50,45,65,40,80,55,65,70
1006,Whaley Bridge junior parkrun,0,0,60,5,10,0,15,15
1985,Whanganui Riverbank parkrun,0,0,5,0,0,0,0,0
1055,Whangarei parkrun,65,45,35,35,75,55,70,85
808,Whinlatter Forest parkrun,0,0,55,0,5,0,15,30
1221,Whitby parkrun,60,75,100,70,100,55,100,100
2680,White Lick Creek parkrun,25,55,100,60,90,25,95,95
728,White River parkrun,0,0,40,0,0,0,0,5
1209,White Rock parkrun,0,0,45,0,0,0,0,0
1505,Whitehaven parkrun,35,45,80,40,80,35,75,80
2483,Whitekirk Hill parkrun,0,0,35,0,0,0,0,0
1913,Whitelands Farm junior parkrun,0,0,35,0,15,0,10,20
190,Whiteley parkrun,0,0,45,0,0,0,0,10
1743,Whitemark Wharf parkrun,20,25,60,20,45,15,50,60
1305,Whitfords Nodes parkrun,15,30,80,30,45,10,40,50
792,Whitley Bay junior parkrun,0,10,60,10,15,0,15,25
242,Whitley Bay parkrun,0,0,20,0,0,0,0,0
842,Whitstable junior parkrun,0,0,15,0,0,0,0,0
283,Whitstable parkrun,0,0,45,0,0,0,0,10
2576,Whyalla Foreshore parkrun,0,0,60,0,0,0,0,5
1954,Wickford Memorial parkrun,0,15,95,25,50,0,55,55
1891,Wicksteed junior parkrun,10,15,50,10,30,10,30,40
228,Widnes junior parkrun,0,0,40,0,0,0,0,15
889,Widnes parkrun,0,0,20,0,20,0,15,25
2178,Wienburgpark parkrun,65,60,65,50,75,75,80,85
1435,Wildflower parkrun,30,40,80,35,45,25,30,45
2786,Willie Blake Community parkrun,90,90,100,80,100,100,100,100
1176,Willoughby parkrun,0,0,10,0,0,0,0,10
1485,Willow parkrun,15,5,25,0,25,15,5,20
979,Wilmslow junior parkrun,0,0,25,0,5,0,5,20
922,Wilmslow parkrun,60,65,80,60,90,70,85,80
1160,Wilson Botanic parkrun,0,0,25,0,0,0,0,5
2473,Wilson Inlet Heritage Trail parkrun,0,0,55,0,5,0,15,30
2687,Wilson’s School junior parkrun,0,0,55,0,0,0,5,15
2294,Wilton Park junior parkrun,0,0,25,0,10,0,10,20
101,Wimbledon Common parkrun,0,0,0,0,0,0,0,0
684,Wimbledon Park junior parkrun,0,0,30,0,0,0,0,0
1546,"Wimmera River parkrun, Horsham",95,85,85,75,100,100,95,95
906,Wimpole Estate junior parkrun,0,0,5,0,0,0,0,0
492,Wimpole Estate parkrun,0,0,70,0,0,0,10,25
2642,Winchcombe junior parkrun,0,0,15,0,0,0,0,0
1139,Winchester junior parkrun,5,30,95,35,60,20,65,55
355,Winchester parkrun,55,65,90,60,100,65,100,100
1807,Windhoek parkrun,40,50,85,45,70,40,75,80
1030,Windmill Hill junior parkrun,30,30,60,25,55,25,40,50
1299,Windsor Precinct parkrun,0,0,50,0,0,0,30,35
386,Windy Nook parkrun,0,0,70,0,0,0,20,25
1178,Winterton parkrun,0,0,50,0,0,0,5,20
2301,Winthrop Trailhead parkrun,5,30,85,35,50,15,70,65
1531,Wirral Country Park junior parkrun,0,0,0,0,0,0,0,0
1443,Wisbech junior parkrun,0,0,15,0,0,0,0,0
2468,Wisbech parkrun,5,10,45,10,30,0,25,35
724,Wishart parkrun,10,0,0,0,20,15,25,45
2643,Withernsea Promenade parkrun,75,75,95,75,100,85,100,95
1380,Witney parkrun,0,0,55,0,0,0,0,0
1589,Wits parkrun,0,0,50,15,20,0,20,35
2704,Witton Park junior parkrun,0,0,30,0,0,0,0,10
991,Witton parkrun,0,20,85,30,35,0,55,65
341,Woking junior parkrun,20,15,40,10,35,20,25,30
794,Woking parkrun,0,0,55,0,0,0,0,0
1920,Wollaton Hall parkrun,0,10,80,15,30,0,40,50
301,Wolverhampton parkrun,80,65,85,80,100,90,80,70
1203,Wondai parkrun,25,30,65,25,45,10,50,60
2108,Wood Green junior parkrun,0,0,55,0,0,0,5,15
117,Woodbank parkrun,0,0,40,5,10,0,0,0
1065,Woodbridge Riverside parkrun,50,45,65,40,80,55,65,70
2005,Woodgate Valley Country Park parkrun,0,0,5,0,0,0,0,0
104,Woodhouse Moor parkrun,25,35,70,35,55,25,50,55
2413,Woodlands Historic Park parkrun,0,0,50,0,0,0,20,35
541,Woodlands parkrun,0,0,0,0,0,0,0,0
2813,"Woodlands parkrun, Scarborough",0,5,60,10,20,0,20,35
574,Woodley junior parkrun,0,0,55,0,20,0,25,35
477,Woodley parkrun,0,5,65,10,15,0,35,45
2776,Woodvale junior parkrun,25,15,35,15,35,10,25,30
1631,Woolacombe Dunes parkrun,0,0,5,0,0,0,0,0
2835,Woolavington Playing Field junior parkrun,0,0,15,0,0,0,0,0
305,Worcester Pitchcroft parkrun,40,35,70,45,70,50,55,55
282,Worcester parkrun,0,15,80,20,35,0,45,50
1937,Worden Park junior parkrun,0,0,45,0,0,0,5,10
2507,Worden parkrun,20,45,100,50,65,25,70,65
593,Workington parkrun,0,0,15,0,0,0,0,15
2693,Workman’s Beach parkrun,0,0,5,0,0,0,0,0
1664,Worksop College junior parkrun,0,0,50,0,20,0,20,20
375,Wormwood Scrubs parkrun,0,0,55,0,0,0,5,20
410,Worsley Woods parkrun,0,0,40,0,5,0,30,45
1929,Worthing Leisure Centre junior parkrun,0,0,20,0,0,0,0,0
1100,Worthing parkrun,5,15,60,15,30,5,35,45
2094,Wotton Community PARC junior parkrun,35,30,45,25,40,50,55,60
468,Wotton parkrun,0,0,55,0,0,0,15,30
1480,Woy Woy parkrun,70,70,90,65,100,80,90,90
206,Wycombe Rye junior parkrun,10,5,35,0,30,15,20,30
357,Wycombe Rye parkrun,70,50,75,65,95,65,70,70
1046,Wyndham Vale parkrun,100,95,85,85,100,95,95,100
1880,Wyndham junior parkrun,0,15,65,15,55,15,50,45
465,Wynnum parkrun,20,15,35,5,55,40,45,55
566,Wynyard Foreshore parkrun,5,10,55,10,10,0,10,25
2396,Wynyard Woodland parkrun,0,0,25,0,0,0,0,0
1758,Wyre Forest junior parkrun,0,0,20,0,0,0,0,0
993,Wyre Forest parkrun,0,0,20,0,0,0,0,0
381,Wythenshawe parkrun,10,25,90,40,55,5,55,55
1404,Wöhrder See parkrun,30,30,55,25,35,30,45,55
2616,"Y Promenâd parkrun, Aberhonddu",65,70,90,65,100,75,90,90
2632,"Y Promenâd parkrun, Abermaw",70,70,80,65,100,80,95,90
2392,Yackandandah Rail Trail parkrun,30,35,75,35,60,30,60,65
2783,Yamaguchi Kirarahaku kinen koen parkrun,35,30,45,25,40,20,45,60
688,Yamba parkrun,0,0,50,0,15,0,20,25
2371,Yarborough Leisure Centre parkrun,75,75,100,85,100,90,95,85
731,Yarrabilba parkrun,0,0,30,0,0,0,0,10
1840,Yatton Recreation junior parkrun,0,0,30,0,0,0,0,0
1724,Yeldulknie Weir Trail parkrun,0,0,45,0,0,0,10,25
1771,Yeovil Rec junior parkrun,0,0,40,0,0,0,0,0
719,Yeppoon parkrun,0,0,40,0,0,0,0,5
1851,Yodogawa kasenkoen Hirakata chiku parkrun,35,30,45,25,40,35,50,60
1329,Yokine parkrun,55,60,95,60,85,55,65,70
186,York parkrun,100,95,100,100,100,85,100,100
1155,You Yangs parkrun,0,0,40,0,0,0,0,10
1657,Yowie parkrun,30,45,85,45,75,30,75,75
2092,Yuuka Family Road parkrun,35,30,45,25,40,35,50,60
1173,Zandvlei parkrun,0,5,70,15,25,0,35,40
2366,Zastron Commons parkrun,15,25,60,25,40,20,45,45
2556,Zeehan Golf Club parkrun,0,10,75,20,20,0,40,50
2540,Zegerplas parkrun,55,50,65,45,70,55,60,70
1862,Ziegelwiese parkrun,65,60,65,50,75,75,80,85
1367,Zillmere parkrun,15,30,75,30,60,20,65,70
1986,"Zuiderpark parkrun, Den Haag",35,30,40,25,45,40,35,40
2548,"Zuiderpark parkrun, Hoogeveen",25,30,60,30,40,30,40,50
2520,Zuurfontein parkrun,50,55,85,50,80,50,85,90
2722,parkrun Akwen Tropicana,0,0,0,0,0,0,0,0
1041,parkrun Augustów,0,0,0,0,0,0,0,0
1111,parkrun Białystok,0,0,0,0,0,0,0,0
1980,parkrun Bulwar nad Wisłą,0,0,0,0,0,0,0,0
883,parkrun Bydgoszcz,0,0,0,0,0,0,0,0
2100,parkrun Błonie,0,0,0,0,0,0,0,0
2394,"parkrun Błonie, Krotoszyn",0,0,0,0,0,0,0,0
1366,parkrun Charzykowy,0,0,0,0,0,0,0,0
1479,parkrun Chełm,0,0,0,0,0,0,0,0
884,parkrun Chrzanów,0,0,0,0,0,0,0,0
744,parkrun Cieszyn,0,0,0,0,0,0,0,0
1250,parkrun Działdowo,0,0,0,0,0,0,0,0
1565,parkrun Dzierzgoń,0,0,0,0,0,0,0,0
1276,parkrun Dąbrówka,0,0,5,0,0,0,0,10
2086,parkrun Ekomarina,0,0,0,0,0,0,0,0
1172,parkrun Ełk,0,0,0,0,0,0,0,0
2411,parkrun Fort V Włochy,0,0,0,0,0,0,0,0
401,parkrun Gdańsk,0,0,0,0,0,0,0,0
1153,parkrun Gdańsk-Południe,0,0,0,0,0,0,0,0
394,parkrun Gdynia,0,0,0,0,0,0,0,0
1289,parkrun Gorzów Wielkopolski,0,0,5,0,0,0,0,10
989,parkrun Gostyń,0,0,0,0,0,0,0,0
1249,parkrun Grodzisk Mazowiecki,0,0,0,0,0,0,0,0
1558,parkrun Grudziądz,0,0,0,0,0,0,0,0
1287,parkrun Głogów,0,0,0,0,0,0,0,0
1157,parkrun Jabłonna,0,0,0,0,0,0,0,0
928,parkrun Jelenia Góra,0,0,0,0,0,0,0,0
1599,"parkrun Jezioro Górne, Kętrzyn",0,0,0,0,0,0,0,0
1712,parkrun Jezioro Swarzędzkie,0,0,0,0,0,0,0,0
1720,"parkrun Jezioro Zatorze, Konin",0,0,0,0,0,0,0,0
772,parkrun Kalisz,0,0,0,0,0,0,0,0
1110,parkrun Katowice,0,0,0,0,0,0,0,0
1317,parkrun Koszalin,0,0,0,0,0,0,0,0
903,parkrun Kołobrzeg,0,0,0,0,0,0,0,0
1283,parkrun Kościan,0,0,0,0,0,0,0,0
516,parkrun Kraków,0,0,0,0,0,0,0,0
1241,parkrun Kutno,0,0,0,0,0,0,0,0
878,parkrun Kędzierzyn-Koźle,0,0,0,0,0,0,0,0
1736,parkrun Las Aniołowski,0,0,0,0,0,0,0,0
2101,parkrun Las Dębiński,0,0,0,0,0,0,0,0
2436,parkrun Las Klasztorny,0,0,5,0,0,0,0,10
2654,parkrun Las Malcanów,0,0,0,0,0,0,0,0
2604,parkrun Las Miejski,0,0,0,0,0,0,0,0
2199,parkrun Las Łagiewnicki,0,0,5,0,0,0,0,5
2111,parkrun Lasek Marceliński,0,0,0,0,0,0,0,0
2588,parkrun Lasek Miejski,0,0,0,0,0,0,0,0
624,parkrun Leszno,0,0,5,0,0,0,0,10
957,parkrun Lubin,0,0,5,0,0,0,0,10
1830,parkrun Mały Jeziorak,0,0,0,0,0,0,0,0
2499,parkrun Młynówka Królewska,0,0,0,0,0,0,0,0
2698,parkrun Nowy Park Solankowy,0,0,0,0,0,0,0,0
1801,"parkrun Ogród Saski, Lublin",0,0,0,0,0,0,0,0
1297,parkrun Olsztyn,0,0,0,0,0,0,0,0
929,parkrun Opole,0,0,0,0,0,0,0,0
1094,parkrun Pabianice,0,0,0,0,0,0,0,0
2708,parkrun Park Błękitny,0,0,0,0,0,0,0,0
2838,parkrun Park Drogowskazów,0,0,0,0,0,0,0,0
2435,"parkrun Park Jana Pawła II, Rymanów-Zdrój",0,0,0,0,0,0,0,0
2373,parkrun Park Lipowy,0,0,0,0,0,0,0,0
2122,"parkrun Park Miejski, Sosnowiec",0,0,0,0,0,0,0,0
1760,"parkrun Park Miejski, Wejherowo",0,0,0,0,0,0,0,0
2325,"parkrun Park Miejski, Łowicz",0,0,0,0,0,0,0,0
2001,parkrun Park Modrzewie,0,0,0,0,0,0,0,0
2175,parkrun Park Nadnyski,0,0,0,0,0,0,0,0
2044,parkrun Park Radolińskich,0,0,0,0,0,0,0,0
1694,"parkrun Park Zdrojowy, Kudowa-Zdrój",0,0,5,0,0,0,0,10
1696,"parkrun Park na Wyspie, Piła",0,0,0,0,0,0,0,0
2487,parkrun Pałac Książęcy,0,0,0,0,0,0,0,0
1641,parkrun Pole Mokotowskie,0,0,0,0,0,0,0,0
2509,parkrun Port Rzeczny Sandomierz,0,0,0,0,0,0,0,0
452,parkrun Poznań,0,0,0,0,0,0,0,0
861,parkrun Pruszków,0,0,0,0,0,0,0,0
2084,parkrun Puszcza Niepołomicka,0,0,0,0,0,0,0,0
1971,parkrun Rezerwat Strzelnica,0,0,5,0,0,0,0,10
921,parkrun Rumia,0,0,0,0,0,0,0,0
1204,parkrun Rzeszów,0,0,0,0,0,0,0,0
958,parkrun Skierniewice,0,0,0,0,0,0,0,0
1341,parkrun Skórzec,0,0,0,0,0,0,0,0
990,parkrun Szczecin,0,0,0,0,0,0,0,0
610,parkrun Szczecinek,0,0,0,0,0,0,0,0
1828,"parkrun Szubianki, Zagórów",0,0,0,0,0,0,0,0
1719,"parkrun Słodowo, Włocławek",0,0,0,0,0,0,0,0
1108,parkrun Tczew,0,0,0,0,0,0,0,0
984,parkrun Toruń,0,0,5,0,0,0,0,10
1219,parkrun Tychy,0,0,0,0,0,0,0,0
2669,parkrun Vingis,35,30,45,25,40,35,50,60
828,parkrun Warszawa-Bródno,0,0,0,0,0,0,0,0
514,parkrun Warszawa-Praga,0,0,0,0,0,0,0,0
773,parkrun Warszawa-Ursynów,0,0,0,0,0,0,0,0
745,parkrun Warszawa-Żoliborz,0,0,0,0,0,0,0,0
570,parkrun Wrocław,0,0,5,0,0,0,0,10
2212,parkrun Wzniesienie Osowy,0,0,0,0,0,0,0,0
2712,parkrun Zalew Borki,0,0,0,0,0,0,0,0
2486,parkrun Zalew Wrzesiński,0,0,0,0,0,0,0,0
2666,parkrun Zalew Łęg,0,0,0,0,0,0,0,0
1915,parkrun Zalew Żyrardowski,0,0,5,0,0,0,0,10
1769,parkrun Zamek w Malborku,0,0,0,0,0,0,0,0
1504,parkrun Zielona Góra,0,0,0,0,0,0,0,0
2323,parkrun Zielony Jar,0,0,0,0,0,0,0,0
451,parkrun Łódź,0,0,0,0,0,0,0,0
1188,parkrun Świdwin,0,0,0,0,0,0,0,0
843,parkrun Świnoujście,0,0,0,0,0,0,0,0
612,parkrun Żary,0,0,0,0,0,0,0,0
2555,van Heekpark parkrun,20,40,90,45,55,25,60,60
1182,Örebro parkrun,55,45,55,40,65,50,60,70
2814,Ōroua River Walkway parkrun,85,65,80,75,90,50,70,80
2600,Ōrākei Bay parkrun,0,0,55,0,10,0,10,25
2172,Ōtaki River parkrun,0,0,50,0,15,0,20,35
