id,name,racing_chair,day_chair,off_road_chair,handbike,frame_runner,walking_frame,crutches,walking_stick
899,Mansfield Botanic parkrun,50,65,85,60,80,65,90,85
298,Mansfield OH parkrun,15,35,95,35,75,20,70,70
258,Mansfield parkrun,30,40,90,50,70,10,70,75
1244,"Mansfield parkrun, Queensland",0,0,25,0,5,0,20,40
2291,Manzini parkrun,40,40,55,35,65,45,60,60
1619,Mapetla parkrun,10,35,90,35,55,15,65,65
2538,Mapule Sindane School parkrun,0,5,85,20,10,0,50,55
1052,March parkrun,0,0,10,0,0,0,0,5
1143,Marecchia parkrun,0,0,20,0,0,0,0,10
2723,Mareeba Rail Trail parkrun,55,60,85,55,85,60,90,90
1328,Margaret River parkrun,20,25,60,20,45,15,50,60
263,Margate junior parkrun,0,0,30,0,10,0,30,45
552,Margate parkrun,0,0,10,0,0,0,0,15
2372,Maria Creek Reserve parkrun,40,25,50,30,45,30,30,40
732,Maribyrnong parkrun,0,0,60,0,0,0,0,15
1796,Marina parkrun,85,75,70,60,100,95,85,90
2189,Marine Parade parkrun,0,0,20,0,10,0,25,40
851,Markeaton junior parkrun,0,0,35,0,5,0,0,10
266,Markeaton parkrun,0,0,30,0,0,0,20,35
2357,Market Bosworth Country Park parkrun,0,0,0,0,0,0,0,0
396,Market Harborough junior parkrun,0,0,0,0,0,0,0,0
324,Market Harborough parkrun,70,90,100,95,100,75,100,95
1621,Market Rasen Racecourse parkrun,55,55,70,50,80,50,75,75
2167,Markshall Estate parkrun,10,30,75,30,40,10,50,60
1322,Marlay junior parkrun,0,0,20,0,0,0,0,0
522,Marlay parkrun,0,0,80,0,5,0,40,50
1578,Marlborough Common parkrun,0,0,60,0,0,0,0,10
2417,Maroondah Dam parkrun,0,0,35,0,0,0,0,15
748,Marple junior parkrun,0,0,25,0,0,0,0,5
424,Marple parkrun,0,0,50,0,5,0,15,25
1311,Marriott Waters parkrun,60,50,50,40,70,65,60,65
1674,"Marshall Drive parkrun, Brotton",0,0,45,0,0,0,0,0
2511,Mary S. Young parkrun,0,0,75,0,0,0,25,30
895,Maryborough parkrun,45,45,65,40,60,45,50,60
2343,Maryport Prom parkrun,30,30,55,25,55,25,50,60
1922,Matlosana Bird parkrun,30,35,60,30,55,35,60,60
2440,Mattheiser Weiher parkrun,65,60,65,50,75,60,75,85
2434,Mattilanniemi parkrun,25,25,55,25,35,20,30,40
2750,Mauerweg parkrun,65,60,65,50,75,75,80,85
905,Mawson Lakes parkrun,30,45,95,45,55,25,60,65
1088,Maylands Peninsula parkrun,20,25,60,25,45,10,45,55
1227,Mbabane parkrun,0,0,5,0,0,0,0,0
2105,McLean Beach parkrun,0,0,20,0,0,0,0,0
1147,Meadowbrook parkrun,0,0,75,15,20,0,15,30
1660,Meadowmill parkrun,0,0,100,5,30,0,55,60
1396,Meadowvale parkrun,70,95,100,90,100,90,100,100
1359,Medina I.O.W junior parkrun,0,10,45,10,20,15,30,30
342,Medina I.O.W. parkrun,0,0,40,0,0,0,0,0
968,Medway junior parkrun,0,5,50,5,15,0,15,25
1916,Meijo koen parkrun,35,30,45,25,40,35,50,60
1488,Melkbosstrand parkrun,0,0,50,0,5,0,15,30
1335,Melksham parkrun,0,0,0,0,0,0,0,0
2196,Mellowes Park junior parkrun,0,0,15,0,0,0,0,0
870,Melton Mowbray parkrun,0,0,50,0,0,0,0,0
2326,Memorial Park parkrun,0,0,55,0,10,0,20,30
882,Menai parkrun,25,20,40,15,35,20,25,40
1921,Mendel Riverbank parkrun,50,65,100,65,95,50,100,100
1528,Meningie parkrun,100,95,80,80,100,100,100,100
2011,Mensola parkrun,0,0,35,0,0,0,0,10
2827,Mentors Country Estate parkrun,0,15,80,25,25,0,60,60
2762,"Meon Valley Trail parkrun, Wickham",0,0,15,0,0,0,0,0
1261,Mernda parkrun,0,0,20,0,0,0,0,0
2746,Merredin Peak parkrun,40,50,90,50,70,35,80,85
2274,Merrymeeting parkrun,0,0,30,0,20,0,15,30
1192,Mersea Island parkrun,0,0,80,10,0,0,10,15
2570,Merthyr Leisure Village junior parkrun,0,0,35,0,0,0,0,15
289,Merthyr parkrun,15,20,60,20,35,0,35,45
2551,Mewsbrook junior parkrun,0,0,30,0,0,0,0,0
1667,Meyers Farm parkrun,20,25,60,20,45,15,50,60
1320,Meyerton parkrun,0,0,60,0,0,0,15,25
1450,Middleton Woods parkrun,0,20,80,25,40,0,50,50
2738,Midleton Greenway parkrun,30,30,55,25,55,25,50,60
1162,Midstream parkrun,45,55,100,70,80,20,75,75
1166,Milano Nord parkrun,0,0,20,0,0,0,0,10
2386,Mildenhall Hub junior parkrun,15,15,45,10,40,30,25,30
2276,Mildenhall Hub parkrun,0,0,85,10,25,0,40,45
1659,Mildura Weir parkrun,0,0,30,0,0,0,10,30
756,Mile End junior parkrun,0,5,55,5,25,0,30,35
399,Mile End parkrun,40,45,65,40,70,50,60,60
1312,Miles parkrun,25,20,40,15,35,20,25,40
1820,Milford Waterfront parkrun,0,0,60,5,25,0,20,30
2304,Millbank Boating Pond junior parkrun,0,0,20,0,0,0,0,0
1689,"Millennium Country parkrun, Forest of Marston Vale",0,0,30,0,0,0,10,30
1949,Millennium Green junior parkrun,0,0,0,0,0,0,0,0
2469,Millennium parkrun,25,40,90,40,70,20,80,85
2445,Millfield junior parkrun,0,10,50,5,35,5,35,40
1766,Millfield parkrun,0,10,100,20,40,0,70,65
2700,Millhouses junior parkrun,0,0,50,0,25,0,15,25
1812,Millhouses parkrun,30,40,95,50,90,15,70,70
199,Millom parkrun,40,50,80,45,85,45,80,80
643,Millwater parkrun,100,100,100,90,100,100,100,100
1604,Milnrow Memorial Park junior parkrun,0,10,90,10,30,0,55,55
217,Milton Country parkrun,0,0,0,0,0,0,0,0
960,Milton Keynes junior parkrun,0,0,50,0,0,0,0,5
202,Milton Keynes parkrun,0,5,50,5,15,0,25,40
246,Minehead parkrun,80,80,95,70,100,100,95,90
657,Minnippi parkrun,0,10,60,15,45,0,35,40
1196,Mitchells Plain parkrun,0,0,45,0,0,0,0,0
534,Mitchelton parkrun,35,45,80,40,80,35,75,80
2418,Miyagawa koen parkrun,35,30,45,25,40,35,50,60
2579,Moana Point Reserve parkrun,60,60,80,55,90,60,85,90
1403,Moana parkrun,55,45,50,35,65,55,55,65
1516,Modimolle parkrun,0,0,30,0,0,0,0,0
726,Mofolo parkrun,0,10,75,15,25,0,30,35
776,Mogol parkrun,0,0,45,0,0,0,0,0
1015,Moira junior parkrun,0,0,10,0,0,0,0,10
1377,Mole Valley parkrun,0,10,75,20,20,0,40,45
2007,Momoi harappa koen parkrun,35,30,45,25,40,20,45,60
1264,Monaghan Town parkrun,5,20,65,20,45,5,55,55
1751,Monrepos parkrun,65,60,65,50,75,75,80,85
1337,Monsal Trail parkrun,0,0,60,0,0,0,10,25
2572,Montalto Estate parkrun,30,40,65,40,55,35,70,70
1550,Montrose Foreshore parkrun,40,50,90,50,65,35,60,65
295,Montrose parkrun,0,0,65,5,35,0,40,50
839,Moora parkrun,15,30,80,35,60,20,65,60
2662,Moorbek parkrun,65,60,65,50,75,75,80,85
973,Moormead junior parkrun,15,20,50,15,35,20,35,40
131,Moors Valley junior parkrun,0,0,40,0,0,0,0,0
211,Moors Valley parkrun,0,0,85,0,0,0,5,15
2607,Morden parkrun,0,0,0,0,0,0,0,0
1703,Morecambe Prom parkrun,15,15,50,10,40,15,25,35
1164,Moree parkrun,30,45,85,45,75,30,75,75
2653,Morrinsville Recreation Ground parkrun,85,75,70,60,100,95,85,90
2593,Morrissey Park parkrun,0,30,100,35,65,0,75,80
602,Mosman parkrun,20,30,70,30,50,15,45,55
2553,Mote Park junior parkrun,0,0,30,0,0,0,5,15
2263,Mote Park parkrun,35,35,55,30,60,35,55,60
1452,Mount Ainslie parkrun,0,0,30,0,0,0,0,5
540,Mount Barker parkrun,30,35,70,30,60,40,55,60
1240,Mount Beauty parkrun,75,65,70,55,95,90,70,75
1060,Mount Edgcumbe parkrun,0,0,55,0,0,0,0,0
658,Mount Gambier parkrun,40,30,25,15,55,50,60,75
1484,Mount Helena parkrun,20,25,60,20,45,15,50,60
730,Mount Isa parkrun,50,55,80,45,80,55,80,85
1819,Mount Stuart parkrun,0,0,0,0,0,0,0,0
1649,"Mountain Drive parkrun, Graaff-Reinet",15,15,35,10,20,10,30,45
2340,Mountbellew Forest parkrun,5,20,65,20,45,5,55,55
1253,Mountlucas parkrun,15,25,75,25,60,15,60,65
1956,Moussette parkrun,20,30,80,30,45,10,45,55
2438,Mowbray Park junior parkrun,0,0,10,0,0,0,0,0
797,Mt Clarence parkrun,0,0,25,0,0,0,0,10
727,Mt Penang parkrun,45,50,80,50,80,55,65,65
1415,Mthatha parkrun,0,5,70,10,25,0,40,50
2310,Mtunzini parkrun,0,5,70,10,25,0,40,50
752,Mudgee parkrun,0,5,40,5,10,0,25,30
637,Mudgeeraba parkrun,35,25,40,20,45,40,30,40
1525,Mudjimba Beach parkrun,0,0,50,0,0,0,0,15
1114,Mullingar parkrun,25,40,85,35,70,25,75,80
1198,Mullum Mullum parkrun,0,0,35,0,0,0,5,30
2484,Muncaster Castle parkrun,60,55,85,70,80,35,70,70
1895,Mundy Regional parkrun,0,0,35,0,0,0,0,15
1799,Mundy parkrun,60,85,100,85,100,70,100,100
1559,Mungret parkrun,65,65,75,55,95,75,85,85
1526,Mura di Lucca parkrun,20,15,45,15,25,5,25,40
1585,Musgrave junior parkrun,15,5,35,5,25,0,15,30
2233,Myponga Reservoir parkrun,0,0,35,0,0,0,0,15
1612,Myrtle parkrun,50,55,80,50,80,50,75,80
1961,Máxima parkrun,30,40,75,35,65,35,50,60
2728,NIAC junior parkrun,5,15,50,15,25,25,25,25
694,Naas parkrun,55,55,75,50,90,70,70,70
2596,Nagambie Lake parkrun,0,0,75,0,0,0,10,25
1902,Nagaragawa koen parkrun,35,30,45,25,40,35,50,60
2757,Nairn Links parkrun,0,0,55,20,10,0,0,0
1040,Nambour parkrun,0,0,30,0,0,0,0,0
2013,Nansenparken parkrun,100,100,100,100,100,100,100,100
1530,Nant y Pandy parkrun,0,0,25,0,0,0,0,20
2290,Nantu Wama parkrun,10,30,90,35,50,0,60,65
1701,Naracoorte Lake parkrun,0,0,60,0,0,0,20,35
1763,Narin Beach parkrun,0,0,0,0,0,0,0,0
2424,Narooma Wetlands parkrun,0,0,15,0,0,0,0,0
872,Narrabri parkrun,35,40,60,35,45,35,55,65
1653,Narromine Wetlands parkrun,0,0,25,0,0,0,0,5
2107,Nathalia Showgrounds parkrun,80,65,60,55,95,95,75,75
2115,Nathan Road Sports Ground parkrun,0,10,70,15,25,0,45,55
2673,"Naturlehrpfad parkrun, Wetzlar",25,25,45,20,30,30,40,50
262,Navan parkrun,35,40,65,35,65,40,55,60
2703,Neale Park parkrun,85,75,75,65,100,90,90,95
1318,Neckarau parkrun,65,60,65,50,75,60,75,85
1698,"Neckarufer parkrun, Esslingen",30,30,55,25,35,30,45,55
1179,Nepean River parkrun,5,10,35,5,35,5,50,65
314,Netley Abbey junior parkrun,0,0,0,0,0,0,0,0
421,Netley Abbey parkrun,80,90,100,95,100,70,100,100
1384,New Earswick parkrun,0,0,70,0,0,0,10,15
277,New Farm parkrun,80,70,70,60,90,85,75,80
1463,New Milton junior parkrun,0,0,40,0,0,0,0,10
935,New Ross parkrun,35,35,55,30,60,35,55,60
2027,New York Central Fitness Trail parkrun,100,100,100,100,100,100,100,100
1459,Newark junior parkrun,0,0,50,0,0,0,5,10
589,Newark parkrun,65,65,75,55,95,75,85,85
556,Newbiggin-by-the-Sea parkrun,0,0,50,0,0,0,0,0
1498,Newborough Forest parkrun,0,0,15,0,0,0,0,0
1210,Newborough parkrun,0,0,55,0,0,0,0,0
2370,Newbridge House junior parkrun,0,0,15,0,0,0,0,10
279,Newbury parkrun,0,0,35,0,0,0,0,5
2375,Newcastle Park parkrun,0,0,35,0,0,0,0,0
1096,Newcastle West parkrun,50,45,75,50,95,60,70,65
498,Newent parkrun,0,0,15,0,0,0,0,0
1288,Newport Lakes parkrun,0,0,35,0,0,0,0,0
709,Newport junior parkrun,0,0,10,0,0,0,0,0
307,Newport parkrun,0,0,20,0,0,0,0,0
2799,Newry Greenway parkrun,30,35,75,45,45,0,50,60
209,Newtown parkrun,0,10,50,15,25,0,25,30
405,Newy parkrun,15,20,50,20,25,20,30,40
1354,Nhill parkrun,25,40,80,40,55,35,70,70
233,Nibe parkrun,0,0,10,0,0,0,0,5
1339,Nidda parkrun,65,60,65,50,75,75,80,85
1371,Nightcliff parkrun,0,0,60,5,10,0,10,25
328,Nobles parkrun,100,100,100,100,100,100,100,100
2163,Noel Booth Community parkrun,0,0,85,0,5,0,45,55
2320,Nolen’s Park parkrun,40,40,70,40,70,40,60,65
1032,Nonsuch junior parkrun,30,30,60,25,55,40,45,50
221,Nonsuch parkrun,30,25,55,30,50,15,30,35
2217,Noordwyk parkrun,25,30,60,25,50,25,55,60
536,Noosa parkrun,100,85,90,90,100,100,95,90
1618,"Nordre Fælled parkrun, Randers",15,15,40,10,25,15,15,30
2541,Norfolk Heritage Park junior parkrun,0,0,5,0,0,0,0,0
2562,Norfolk Road Playing Fields junior parkrun,0,0,40,0,0,0,0,5
2194,Norm-Hudlin Trails parkrun,0,0,40,0,0,0,0,10
353,Normanby Hall parkrun,0,0,0,0,0,0,0,0
2657,Norris Green Park junior parkrun,0,0,25,0,10,0,10,20
1430,North Bay parkrun,85,90,100,85,100,100,100,100
478,North Beach parkrun,80,50,70,65,90,80,55,55
1324,North Harbour parkrun,0,0,50,0,0,0,0,0
471,North Lakes parkrun,35,40,65,35,60,40,55,55
2361,North Marine junior parkrun,0,0,20,0,5,0,25,35
547,North Shore parkrun,0,0,25,0,0,0,0,15
1471,North Sydney parkrun,0,0,45,0,0,0,0,0
2203,North Walsham parkrun,0,0,65,5,35,0,30,35
548,North Wollongong parkrun,0,0,55,0,0,0,0,0
2213,North Yorkshire Water Park parkrun,0,0,60,5,20,0,30,30
1747,Northala Fields junior parkrun,0,0,30,0,0,0,0,0
665,Northala Fields parkrun,0,0,15,0,0,0,0,0
1462,Northallerton junior parkrun,0,0,40,0,0,0,0,0
891,Northallerton parkrun,0,0,45,0,0,0,0,5
2010,Northampton Racecourse junior parkrun,0,0,35,0,10,0,5,20
265,Northampton parkrun,40,45,65,40,70,50,60,60
2517,Northern Pathway parkrun,40,30,30,20,55,45,65,80
1923,Northlands junior parkrun,0,5,55,5,25,0,30,35
2042,Northparkes Oval parkrun,15,35,90,35,60,10,70,75
1853,Northside Beltline parkrun,55,70,100,60,100,65,100,100
1423,Northwich parkrun,0,10,80,15,30,0,40,50
2431,Norton Common junior parkrun,0,5,35,0,20,10,15,20
191,Norwich parkrun,65,65,75,55,95,75,85,85
1158,Nose Hill parkrun,0,0,60,0,0,0,0,10
810,Nostell parkrun,0,0,80,0,5,0,25,35
1342,Nottingham Road parkrun,20,30,90,45,60,10,65,65
1903,Nova Prestatyn parkrun,30,50,95,50,55,30,65,70
583,Nulkaba parkrun,0,0,70,10,25,0,30,35
1278,Nuriootpa parkrun,0,0,15,0,0,0,0,20
2403,"Nursery Drive junior parkrun, Ballinlough",15,20,50,15,35,20,35,40
268,Oak Hill parkrun,35,40,65,35,65,40,55,60
1291,Oakey parkrun,25,35,70,35,55,25,50,55
2719,Oaklands College parkrun,0,0,90,0,0,0,5,15
2197,Oaklands Estate Reserve parkrun,100,85,80,95,100,100,90,75
1882,Oaklands parkrun,70,70,75,60,100,85,90,85
780,Oakwell Hall parkrun,0,0,35,0,0,0,0,20
2030,Obersee parkrun,65,60,65,50,75,75,80,85
1914,Oberwald parkrun,65,60,65,50,75,75,80,85
609,Ocean Grove parkrun,85,70,80,85,95,95,85,75
1453,Ocean View parkrun,0,0,80,0,5,0,35,45
1483,Ockwells junior parkrun,0,0,45,0,0,0,0,0
1910,Odakaryokuchi parkrun,35,30,45,25,40,35,50,60
930,Odendaal Stadium parkrun,0,0,0,0,0,0,0,0
2029,Offenthal parkrun,30,30,55,25,35,30,45,55
1874,Ohio and Erie Canal Reservation parkrun,65,80,100,75,100,80,100,100
2760,Ohno Gokurakuji Koen parkrun,35,30,45,25,40,35,50,60
2038,Oiso undokoen parkrun,35,30,45,25,40,35,50,60
1161,Okanagan parkrun,30,25,95,55,85,20,65,60
150,Old Deer Park parkrun,40,40,55,35,65,45,60,60
2670,Old Esk Railway Station parkrun,75,85,100,80,100,85,100,100
2433,"Old Railway Trail parkrun, Llangollen",0,5,75,10,15,0,45,55
2061,Old Thomson River Road parkrun,25,20,40,15,35,20,25,40
2745,Old Town House Park parkrun,5,5,60,15,45,0,35,40
777,Oldbridge parkrun,0,0,25,0,0,0,0,0
196,Oldham parkrun,0,0,0,0,0,0,5,20
2544,Omagh Leisure Complex junior parkrun,0,0,35,0,0,0,0,10
588,Omagh parkrun,25,40,85,40,70,20,70,75
2236,Ome kyuryo parkrun,35,30,45,25,40,35,50,60
2465,Onderstepoort Campus parkrun,0,0,40,0,0,0,0,10
2430,Oosterhout parkrun,75,70,80,65,95,95,65,65
2513,Oosterplas parkrun,50,55,80,55,65,55,60,60
1168,Orange parkrun,0,0,75,0,0,0,25,35
1529,Orangefield parkrun,0,25,100,40,65,0,75,75
1275,Oranmore junior parkrun,5,15,50,10,40,15,40,40
1150,Oranmore parkrun,5,25,75,30,50,5,50,50
2794,Orchard Community parkrun,20,35,100,45,80,15,80,80
1881,Oriam parkrun,0,0,60,0,0,0,0,0
1595,Orleans parkrun,0,5,75,10,15,0,45,55
1117,Ormeau junior parkrun,60,50,75,50,80,55,50,55
600,Ormeau parkrun,85,70,75,70,100,80,85,80
716,Ormskirk parkrun,0,55,100,30,100,50,100,100
453,Orpington parkrun,0,0,0,0,0,0,0,0
2277,Osborn MetroPark parkrun,0,0,75,0,5,0,10,20
223,Osterley junior parkrun,0,0,0,0,0,0,0,0
622,Osterley parkrun,35,40,65,35,65,40,55,60
2602,"Otago Central Rail Trail parkrun, Alexandra",50,55,85,50,80,50,85,90
2590,Ottawa-Carleton Trailway parkrun,20,40,100,40,85,25,85,85
376,Oudtshoorn parkrun,0,0,40,0,0,0,0,0
1323,Oughterard parkrun,0,0,65,15,15,0,15,15
1987,Our Park parkrun,0,0,65,5,25,0,30,35
2085,Ovens River Trail parkrun,20,30,70,25,50,20,50,60
2059,Owairaka parkrun,55,50,60,40,70,60,55,65
173,Oxford parkrun,0,45,75,0,90,45,90,85
1816,Oyodogawa shiminryokuchi parkrun,35,30,45,25,40,35,50,60
2389,O’Connors Beach parkrun,0,0,50,0,15,0,25,35
605,PE Hobie Beach parkrun,0,0,5,0,0,0,0,0
1074,Paarl parkrun,30,20,45,30,40,35,30,35
1639,Paddington Rec junior parkrun,60,60,65,45,85,85,75,70
1810,Padiham Greenway junior parkrun,20,20,45,10,40,25,35,45
358,Page Park junior parkrun,0,5,50,5,25,5,15,25
2674,Paisley Park parkrun,0,0,75,20,15,0,30,45
1534,Pakapakanthi parkrun,0,0,75,10,5,0,35,45
750,Pakenham parkrun,45,50,65,40,60,55,60,70
2297,Palacerigg Country parkrun,0,0,60,0,30,0,25,35
1512,Pallara parkrun,0,20,80,25,40,0,50,50
2535,Palm Creek parkrun,95,85,70,70,100,100,95,90
1271,Palmerston North parkrun,55,45,50,35,65,55,55,65
1165,Palmerston parkrun,20,30,70,30,50,15,45,55
1068,Panania parkrun,30,30,55,25,55,25,50,60
2222,Panboola Wetlands parkrun,25,25,45,20,35,35,35,45
841,Panshanger parkrun,0,0,65,0,0,0,15,30
1688,Par Track junior parkrun,0,0,30,0,0,0,0,0
1022,Paradise Point parkrun,0,0,45,0,0,0,0,0
2801,Parc Coed Gwilym parkrun,40,50,95,60,100,45,90,80
2405,Park Hill Recreation Ground junior parkrun,0,0,45,0,0,0,0,0
1213,Park View junior parkrun,0,0,35,0,0,0,15,25
2771,Park in the Past parkrun,0,0,0,0,0,0,0,0
743,Parke parkrun,0,0,50,0,0,0,0,0
2397,Parkindula Reserve parkrun,100,90,85,85,100,100,80,70
835,Parkville parkrun,10,30,85,40,35,5,40,45
447,Parramatta parkrun,0,0,80,10,30,0,35,45
2106,Patawalonga River parkrun,0,0,50,0,5,0,10,25
2688,Pavilion Gardens junior parkrun,0,0,30,0,0,0,5,15
2346,Pavilion Gardens parkrun,10,20,60,20,50,5,50,55
2026,Peace Valley parkrun,90,90,95,75,100,100,100,100
264,Peacehaven junior parkrun,0,0,35,0,0,0,0,0
255,Peacehaven parkrun,5,15,65,35,25,0,30,30
2281,Peckham Rye junior parkrun,25,25,45,20,40,35,35,35
766,Peckham Rye parkrun,70,60,85,60,95,55,70,75
2023,Peel parkrun,0,0,0,0,0,0,0,0
1131,Pegasus parkrun,0,0,20,0,0,0,10,30
553,Pegwell Bay parkrun,0,0,35,0,0,0,0,0
2070,Pembroke parkrun,10,25,70,30,35,0,55,65
137,Penallta junior parkrun,10,10,45,5,35,20,20,30
575,Penallta parkrun,10,30,90,35,60,15,60,60
759,Pendle parkrun,0,0,65,0,15,0,35,35
1699,Penistone parkrun,0,0,60,0,0,0,0,0
330,Pennington Flash parkrun,0,0,50,0,0,0,20,35
846,Penrhyn parkrun,0,0,70,0,0,0,20,30
711,Penrith Lakes parkrun,0,0,55,0,5,0,15,30
705,Penrith parkrun,0,10,70,20,30,0,40,40
909,Penrose parkrun,10,10,35,5,40,10,40,55
2041,Penryn Campus parkrun,0,0,20,0,5,0,20,35
1327,Penticton parkrun,60,60,80,55,90,60,85,90
2141,Peoples Park junior parkrun,30,30,45,20,50,45,45,45
2338,"People’s Park junior parkrun, Halifax",0,0,0,0,5,0,20,30
1970,Peppertree parkrun,10,25,75,25,40,5,45,55
1779,Perrigo parkrun,0,15,100,20,50,0,65,65
855,Perry Hall parkrun,0,0,20,0,0,0,20,30
1583,Perry Lakes parkrun,60,65,80,60,90,70,85,80
1064,Perth junior parkrun,10,10,45,5,35,5,15,30
304,Perth parkrun,0,0,60,0,0,0,0,0
2824,Perton Playing Fields junior parkrun,0,0,35,0,0,0,0,0
718,Peter Pan junior parkrun,45,40,55,30,70,65,55,55
459,Peter Pan parkrun,25,45,95,50,70,25,65,65
1021,Petrie parkrun,60,55,60,45,95,80,90,95
2686,Pferdebachtal parkrun,65,60,65,50,75,75,80,85
2279,Phear Park junior parkrun,0,0,15,0,0,0,0,0
2388,Philips Park parkrun,35,40,65,40,60,40,50,50
936,Phillip Island parkrun,20,15,40,10,25,10,20,35
1685,Phoenix Park parkrun,0,15,70,20,35,0,50,50
1836,Phoenix junior parkrun,10,20,60,15,45,15,45,50
205,Phoenix parkrun,0,5,60,0,40,5,45,50
2355,Picnic Point Parklands parkrun,0,0,65,0,0,0,0,0
1436,Picton parkrun,100,90,80,75,100,100,100,100
1648,Piet Retief parkrun,0,10,65,10,35,0,45,55
811,Piggly Wiggly parkrun,0,0,75,0,5,0,15,30
2797,Pilrig Park junior parkrun,25,25,45,20,40,35,35,35
2683,Pine Forest parkrun,0,0,35,0,0,0,0,0
423,Pinehill junior parkrun,0,5,50,5,25,0,25,30
2205,Pinner Village Gardens junior parkrun,25,25,45,15,45,35,40,45
1996,Pioneer Dairy parkrun,0,0,25,0,0,0,0,0
704,Pioneer parkrun,0,0,25,0,0,0,0,0
2383,Pirates Sport Club parkrun,0,0,50,0,0,0,30,35
2640,Pirrama parkrun,45,55,95,60,70,40,70,70
807,Pitshanger junior parkrun,0,0,55,0,0,0,0,5
733,Pittsworth parkrun,30,35,60,35,55,30,55,55
2790,Plaatbos Nature Reserve parkrun,0,0,40,0,0,0,0,10
1388,Plantation parkrun,60,50,50,40,70,65,60,65
2471,Plas Newydd junior parkrun,0,0,15,0,0,0,0,0
2327,Play Close Park junior parkrun,0,0,45,0,0,0,0,10
141,Plean parkrun,0,0,20,0,0,0,0,5
174,Plymvalley parkrun,0,0,5,0,0,0,0,0
2032,Pobalscoil na Tríonóide parkrun,15,35,85,35,75,15,75,75
1495,Pocket parkrun,0,0,15,0,0,0,0,0
621,Point Cook parkrun,0,20,70,20,25,0,50,60
2369,Point Hut Pond parkrun,0,0,0,0,0,0,0,0
2121,Pokkinen parkrun,25,35,75,40,40,45,50,50
1746,Polkemmet Country parkrun,0,0,25,0,0,0,0,0
110,"Pollok parkrun, Glasgow",25,30,60,30,50,15,45,50
683,Polokwane parkrun,0,0,25,0,0,0,0,0
672,Pomphrey Hill parkrun,0,15,85,25,45,0,60,60
948,Pongola parkrun,25,25,50,25,35,25,40,50
1708,Pont y Bala parkrun,100,100,100,90,100,100,100,100
1476,Pontefract junior parkrun,0,0,55,0,20,0,25,35
238,Pontefract parkrun,25,40,85,40,70,20,70,75
880,Pontypool junior parkrun,25,25,45,15,45,35,40,45
670,Pontypool parkrun,20,50,65,20,90,80,75,70
1464,Pontypridd junior parkrun,15,25,60,20,40,25,35,40
544,Pontypridd parkrun,10,25,70,25,55,10,50,55
1284,Poolbeg parkrun,0,0,30,0,0,0,0,0
312,Poole parkrun,30,40,100,65,70,0,60,65
1099,Poolsbrook parkrun,0,0,25,0,0,0,0,0
856,Poppintree parkrun,75,65,85,65,100,65,75,80
2050,Porch Field parkrun,5,25,75,30,50,5,50,50
599,Porirua parkrun,0,0,20,0,0,0,0,0
1163,Port Alfred parkrun,0,5,60,15,15,0,30,40
825,Port Augusta parkrun,95,100,100,95,100,100,100,100
1352,Port Broughton parkrun,0,0,30,0,0,0,0,0
1195,Port Fairy parkrun,40,35,85,50,55,10,30,35
1303,Port Hedland parkrun,30,30,55,25,55,25,50,60
1281,Port Lincoln parkrun,30,60,100,55,95,40,100,95
615,Port Macquarie parkrun,0,0,15,0,0,0,0,10
1468,Port Sorell parkrun,20,15,40,10,25,10,20,35
1295,Portarlington parkrun,0,0,25,0,0,0,0,20
1024,Porterstown parkrun,55,55,75,50,90,70,70,70
2658,Porthcawl Promenade junior parkrun,0,0,25,0,15,5,15,20
545,Porthcawl parkrun,0,0,55,0,10,0,10,25
2798,Portishead Esplanade junior parkrun,0,0,35,0,10,0,10,15
1106,Portland parkrun,0,15,65,20,15,0,35,45
775,"Portobello parkrun, Edinburgh",60,70,100,65,100,65,95,95
967,Portrush junior parkrun,0,0,30,0,0,0,0,0
425,Portrush parkrun,0,0,5,0,0,0,0,0
1093,Portsmouth Lakeside parkrun,0,15,65,20,30,0,35,45
1399,Portumna parkrun,5,20,65,20,45,5,55,55
1628,Potternewton parkrun,60,60,75,55,95,80,75,70
1617,"Presint 18 parkrun, Putrajaya",100,90,85,80,100,100,100,100
1562,Prestatyn Prom junior parkrun,15,20,55,15,30,20,25,30
2564,Prestelsee parkrun,45,40,55,35,55,45,50,60
472,"Preston Park junior parkrun, Brighton",0,0,10,0,10,5,15,25
557,"Preston Park parkrun, Brighton",45,35,50,40,80,65,70,70
153,Preston parkrun,0,0,20,0,0,0,0,15
1144,Prestwick Oval junior parkrun,0,5,85,10,25,0,40,45
2283,Prießnitzgrund parkrun,65,60,65,50,75,75,80,85
2329,Prince of Wales parkrun,0,10,50,10,25,0,30,35
333,"Princes parkrun, Liverpool",0,0,0,0,0,0,0,0
2245,Prinzenpark parkrun,60,60,80,55,90,75,90,90
1401,Priory Park junior parkrun,50,45,55,35,75,75,60,55
2595,Prospect junior parkrun,0,0,0,0,0,0,0,0
1420,Prospect parkrun,0,0,15,0,0,0,0,0
422,Prudhoe Riverside junior parkrun,0,5,65,10,40,5,25,30
159,Prudhoe Riverside parkrun,0,10,95,20,45,0,50,55
1129,Puarenga parkrun,0,0,60,0,0,0,20,25
2145,Puolarmaari parkrun,0,5,60,10,10,0,40,45
2592,Purcell parkrun,25,50,95,55,70,30,90,85
2774,Pymmes junior parkrun,0,0,0,0,0,0,0,0
